URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
1.0,https://insights.blackcoffer.com/how-is-login-logout-time-tracking-for-employees-in-office-done-by-ai/,4,7,-0.2727272479338866,0.00242664901777484,30,0.20533333333333334,12.082133333333333,30,154,750,1.7106666666666666,0,6.044
2.0,https://insights.blackcoffer.com/how-does-ai-help-to-monitor-retail-shelf-watches/,9,6,0.19999998666666757,0.003648747262551995,22,0.2426584234930448,8.897063369397218,22,157,647,1.8145285935085007,0,6.3539412673879445
3.0,https://insights.blackcoffer.com/ai-and-its-impact-on-the-fashion-industry/,35,23,0.20689654815695607,0.00495768869091737,24,0.2465166130760986,9.698606645230441,24,460,1866,1.7593783494105038,0,6.269560557341908
4.0,https://insights.blackcoffer.com/how-do-deep-learning-models-predict-old-and-new-drugs-that-are-successfully-treated-in-healthcare/,6,1,0.7142856122449125,0.00243562978342532,28,0.2743362831858407,11.309734513274336,28,124,452,1.8805309734513274,0,6.3584070796460175
5.0,https://insights.blackcoffer.com/how-artificial-intelligence-can-boost-your-productivity-level/,21,17,0.10526315512465383,0.004985568091710107,22,0.23180379746835442,8.892721518987342,22,293,1264,1.8132911392405062,0,6.030063291139241
6.0,https://insights.blackcoffer.com/how-are-genetic-sequencing-maps-affected-by-deep-learning-and-ai/,18,12,0.19999999333333354,0.004073872894612456,23,0.3,9.32,23,342,1140,1.9035087719298245,0,6.459649122807018
7.0,https://insights.blackcoffer.com/how-is-ai-used-to-solve-traffic-management/,24,27,-0.05882352825836219,0.005545286505866555,22,0.259927797833935,8.903971119133574,22,360,1385,1.8873646209386281,0,6.64043321299639
8.0,https://insights.blackcoffer.com/benefits-of-big-data-in-different-fields/,41,11,0.5769230658284026,0.0044646690130965335,25,0.2515101592531576,10.100604063701264,25,458,1821,1.7781438769906646,0,6.395936298736958
9.0,https://insights.blackcoffer.com/how-big-data-will-impact-the-future-of-business/,48,11,0.6271186334386673,0.005705996130976209,22,0.21712538226299694,8.886850152905199,22,355,1635,1.763302752293578,0,6.324159021406728
10.0,https://insights.blackcoffer.com/how-will-ai-make-decisions-in-tomorrows-wars/,8,16,-0.333333319444445,0.006600660064191238,17,0.19476268412438624,6.877905073649754,17,119,611,1.6170212765957446,0,5.950900163666121
11.0,https://insights.blackcoffer.com/which-one-is-better-ai-or-big-data/,11,2,0.6923076390532585,0.003115264796761259,19,0.24357034795763993,7.697428139183057,19,161,661,1.8835098335854765,0,6.3131618759455375
12.0,https://insights.blackcoffer.com/how-robots-can-help-in-e-learning-platforms/,26,38,-0.18749999707031256,0.007370724403158962,19,0.20741758241758243,7.682967032967034,19,302,1456,1.717032967032967,0,5.9635989010989015
13.0,https://insights.blackcoffer.com/how-does-big-data-help-in-finance-and-the-growth-of-large-firms/,18,14,0.12499999609375013,0.004445061813523397,21,0.21136173767752714,8.484544695071012,21,253,1197,1.6783625730994152,0,6.014202172096909
14.0,https://insights.blackcoffer.com/future-of-work-robot-ai-and-automation/,12,7,0.26315788088642733,0.005144868669064482,22,0.25989672977624784,8.9039586919105,22,151,581,1.9208261617900173,0,6.356282271944923
15.0,https://insights.blackcoffer.com/how-ai-will-help-the-defense-power-of-a-country/,16,38,-0.4074073998628259,0.006281260904236215,15,0.2016925246826516,6.080677009873061,15,286,1418,1.6685472496473908,0,6.0627644569816646
16.0,https://insights.blackcoffer.com/future-of-ai-and-machine-roles-in-the-medical-sector/,14,7,0.3333333174603182,0.0036376234187359044,27,0.19507186858316222,10.878028747433266,27,190,974,1.6663244353182751,0,5.927104722792608
17.0,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,26,19,0.1555555520987655,0.0036812827222119367,24,0.29093886462882096,9.716375545851529,24,533,1832,1.8951965065502183,0,6.672489082969432
18.0,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,26,33,-0.11864406578569381,0.006916764360267671,18,0.171939477303989,7.268775790921596,18,250,1454,1.5894085281980743,0,5.866574965612105
19.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,28,38,-0.15151514921946743,0.005906040267927871,20,0.26666666666666666,8.106666666666667,20,460,1725,1.8110144927536231,0,6.478260869565218
20.0,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,30,22,0.15384615088757403,0.005229809915998209,17,0.20588235294117646,6.882352941176471,17,343,1666,1.7521008403361344,0,5.968187274909964
21.0,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,29,29,0.0,0.005309896548081123,22,0.20958751393534003,8.883835005574136,22,376,1794,1.6962095875139354,0,6.088628762541806
22.0,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,33,21,0.22222221810699597,0.006693108576265107,20,0.2054380664652568,8.082175226586102,20,272,1324,1.7061933534743203,0,6.093655589123867
23.0,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,13,4,0.5294117335640156,0.0036653730048155724,16,0.17108753315649866,6.468435013262599,16,129,754,1.6074270557029178,0,6.151193633952254
24.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,51,28,0.29113923682102233,0.008437466623044166,22,0.2205692108667529,8.8882276843467,22,341,1546,1.7477360931435963,0,6.05627425614489
25.0,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,15,6,0.4285714081632663,0.004805491989747027,20,0.19680851063829788,8.078723404255319,20,148,752,1.6210106382978724,0,5.8111702127659575
26.0,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,32,36,-0.05882352854671282,0.0051916323098800095,27,0.21760722347629796,10.88704288939052,27,482,2215,1.7544018058690745,0,5.9133182844243795
27.0,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,18,39,-0.3684210461680518,0.004527402700196394,20,0.2240117130307467,8.089604685212299,20,459,2049,1.7432894094680331,0,6.1444607125427035
28.0,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,23,22,0.022222221728395074,0.00565539776226525,21,0.27782357790601814,8.511129431162407,21,337,1213,1.9389942291838418,0,6.559769167353669
29.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,17,20,-0.08108107888970058,0.004843565911134498,15,0.21248025276461296,6.084992101105845,15,269,1266,1.716429699842022,0,6.033965244865719
30.0,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,27,18,0.19999999555555567,0.004424778760626865,27,0.18520642201834864,10.87408256880734,27,323,1744,1.6404816513761469,0,5.831422018348624
31.0,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,33,17,0.31999999360000014,0.004856254855783192,20,0.21813870776526378,8.087255483106105,20,368,1687,1.7391819798458803,0,6.1031416716064015
32.0,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,14,2,0.7499999531250029,0.004760487948598486,23,0.28160919540229884,9.31264367816092,23,147,522,1.9003831417624522,0,6.438697318007663
33.0,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,40,31,0.12676056159492166,0.006711409395338746,185,0.2018348623853211,74.08073394495413,185,374,1853,1.6864543982730706,0,5.709120345385861
34.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,17,0,0.999999941176474,0.0027905449765609743,17,0.27021494370522003,6.908085977482088,17,264,977,1.8024564994882293,0,6.235414534288639
35.0,https://insights.blackcoffer.com/evolution-of-advertising-industry/,7,3,0.39999996000000404,0.002075550020324709,18,0.2683923705722071,7.307356948228883,18,197,734,1.8119891008174387,0,6.564032697547684
36.0,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,2,4,-0.33333327777778704,0.002806361083813676,26,0.22916666666666666,10.491666666666667,26,77,336,1.6755952380952381,0,6.363095238095238
37.0,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,17,35,-0.34615383949704154,0.008013561410384718,20,0.21743295019157088,8.08697318007663,20,227,1044,1.7365900383141764,0,6.2155172413793105
38.0,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,6,39,-0.7333333170370374,0.005208333332730517,25,0.21843971631205675,10.087375886524823,25,308,1410,1.6829787234042553,0,6.127659574468085
39.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,7,10,-0.17647057785467188,0.0038142248140421303,25,0.20666666666666667,10.082666666666668,25,155,750,1.664,0,5.942666666666667
40.0,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,45,45,0.0,0.007670018748281062,18,0.19530851606323305,7.278123406425293,18,383,1961,1.722080571137175,0,5.98368179500255
41.0,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,18,1,0.8947367950138528,0.004443405050410803,15,0.2409288824383164,6.096371552975327,15,166,689,1.737300435413643,0,6.206095791001451
42.0,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,4,1,0.599999880000024,0.002108814845167096,22,0.195,8.878,22,78,400,1.7575,0,5.9275
43.0,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,14,10,0.1666666597222225,0.0034970129675802107,23,0.21007685738684884,9.284030742954739,23,246,1171,1.6532877882152006,0,5.860802732707088
45.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,12,5,0.4117646816609011,0.004126213591231501,27,0.28100470957613816,10.912401883830455,27,179,637,1.9623233908948194,0,6.467817896389325
46.0,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,6,0.399999980000001,0.008054772449434245,14,0.2216624685138539,5.6886649874055415,14,88,397,1.8387909319899245,0,6.2544080604534
47.0,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,2,0,0.99999950000025,0.0018231540548558302,14,0.281437125748503,5.712574850299402,14,47,167,1.910179640718563,0,6.568862275449102
48.0,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,15,14,0.034482757431629055,0.006050490297089403,15,0.1581450653983353,6.0632580261593345,15,133,841,1.629013079667063,0,5.699167657550535
49.0,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,4,0,0.9999997500000625,0.0035056967541580216,19,0.203125,7.68125,19,39,192,1.7135416666666667,0,5.942708333333333
50.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,18,23,-0.12195121653777521,0.005153991199854935,20,0.2965459140690817,8.118618365627633,20,352,1187,1.9553496208930077,0,6.701769165964617
51.0,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,3,18,-0.7142856802721105,0.006308200658964194,26,0.24684684684684685,10.498738738738739,26,137,555,1.7297297297297298,0,5.998198198198198
52.0,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,14,20,-0.17647058304498286,0.005343391481165583,21,0.1948529411764706,8.477941176470589,21,212,1088,1.6755514705882353,0,5.848345588235294
53.0,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,20,38,-0.31034482223543414,0.005157389293512592,23,0.2514220705346985,9.30056882821388,23,442,1758,1.8447098976109215,0,6.397042093287827
54.0,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,22,18,0.09999999750000006,0.0038997757625134273,25,0.18345526167698367,10.073382104670793,25,326,1777,1.6724817107484524,0,5.772087788407428
55.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,17,19,-0.05555555401234573,0.004103031684054817,18,0.18598382749326145,7.274393530997305,18,276,1484,1.6516172506738545,0,5.912398921832884
56.0,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,16,5,0.5238094988662143,0.004132231404145566,14,0.17940199335548174,5.671760797342193,14,162,903,1.5514950166112957,0,5.627906976744186
57.0,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,36,6,0.714285697278912,0.005183905207950641,22,0.18075601374570446,8.872302405498282,22,263,1455,1.5896907216494844,0,5.568384879725086
58.0,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,17,6,0.4782608487712674,0.008315256685352402,30,0.2286902286902287,12.091476091476093,30,110,481,1.7858627858627858,0,5.750519750519751
59.0,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,32,14,0.3913043393194709,0.004578481138192646,23,0.24112607099143207,9.296450428396573,23,394,1634,1.8090575275397798,0,6.1487148102815175
60.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,12,57,-0.6521739035916826,0.011673151748997943,13,0.18385214007782102,5.273540856031129,13,189,1028,1.671206225680934,0,5.75
61.0,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,37,16,0.3962264076183697,0.008232370300057103,15,0.1355343179843614,6.054213727193745,15,156,1151,1.530842745438749,0,5.593397046046916
62.0,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,11,49,-0.633333322777778,0.008238363310690874,26,0.17366255144032922,10.469465020576132,26,211,1215,1.5629629629629629,0,5.994238683127572
63.0,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,15,13,0.07142856887755111,0.0030457957137989995,18,0.21818181818181817,7.287272727272728,18,324,1485,1.7016835016835017,0,6.190572390572391
64.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,12,64,-0.6842105173130195,0.012121212119278912,14,0.18946395563770796,5.675785582255084,14,205,1082,1.676524953789279,0,5.794824399260628
65.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,31,38,-0.10144927389203952,0.007363141606299952,30,0.18107769423558898,12.072431077694237,30,289,1596,1.5726817042606516,0,5.87155388471178
66.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,6,9,-0.19999998666666757,0.003100454732720038,34,0.2020460358056266,13.680818414322253,34,158,782,1.7442455242966752,0,6.186700767263427
67.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,7,24,-0.5483870790842877,0.003987651144328833,33,0.22131147540983606,13.288524590163934,33,270,1220,1.7762295081967212,0,6.372131147540983
68.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,8,47,-0.7090908961983474,0.005156088871739375,24,0.21771428571428572,9.687085714285715,24,381,1750,1.7005714285714286,0,6.095428571428571
69.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,6,134,-0.9142857077551021,0.006709158000349396,18,0.17886879127189204,7.2715475165087575,18,623,3483,1.5099052540913005,0,5.991099626758541
70.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,8,34,-0.6190476043083905,0.0038734667523864733,21,0.20444444444444446,8.481777777777777,21,368,1800,1.6794444444444445,0,6.023888888888889
71.0,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,17,43,-0.43333332611111125,0.005939417936454225,25,0.28682673588578844,10.114730694354316,25,442,1541,1.8338741077222582,0,6.555483452303699
72.0,https://insights.blackcoffer.com/human-rights-outlook/,2,1,0.33333322222225925,0.0030150753738541957,19,0.1657142857142857,7.666285714285715,19,29,175,1.64,0,5.685714285714286
73.0,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,20,2,0.8181817809917372,0.003720615592132485,22,0.2147117296222664,8.885884691848906,22,216,1006,1.6848906560636183,0,5.8777335984095425
